WBANNO,LST_YRMO,CRX_VN_MONTHLY,PRECISE_LONGITUDE,PRECISE_LATITUDE,T_MONTHLY_MAX,T_MONTHLY_MIN,T_MONTHLY_MEAN,T_MONTHLY_AVG,P_MONTHLY_CALC,SOLRAD_MONTHLY_AVG,SUR_TEMP_MONTHLY_TYPE,SUR_TEMP_MONTHLY_MAX,SUR_TEMP_MONTHLY_MIN,SUR_TEMP_MONTHLY_AVG
3047,20240630,2.622,-102.81,31.62,37.5,24.3,30.9,30.9,0,27.92,C,42.6,23.6,32.6
3047,20240701,2.622,-102.81,31.62,37.8,24.3,31.1,30.8,0,27.67,C,43.7,23.6,32.6
3047,20240702,2.622,-102.81,31.62,40.8,24.7,32.7,32.1,0,23.51,C,49.6,24,34
3047,20240703,2.622,-102.81,31.62,40,23.5,31.7,31.9,0,26.64,C,48.6,22.7,34.7
3047,20240704,2.622,-102.81,31.62,40.6,24.2,32.4,30.2,0.4,24.03,C,49,22.4,32.6
3047,20240705,2.622,-102.81,31.62,34.7,23.2,29,28.5,0,23.7,C,43,22.7,30.5
3047,20240706,2.622,-102.81,31.62,35.9,22.3,29.1,28.1,0,24.98,C,45.3,22.2,31.2
3047,20240707,2.622,-102.81,31.62,40,21.3,30.6,31,0,28.19,C,47,20.5,33.7
3047,20240708,2.622,-102.81,31.62,32.8,20,26.4,26,0,16.26,C,40.1,20.7,27.5
3047,20240709,2.622,-102.81,31.62,36,21.5,28.8,29.2,0,27.92,C,45.1,20.7,32.1
3047,20240710,2.622,-102.81,31.62,36.4,21.8,29.1,29.3,0,22.13,C,43.7,21.1,31.4
3047,20240711,2.622,-102.81,31.62,36.5,20.9,28.7,29.2,0,27.5,C,43.3,19.7,31.4
3047,20240712,2.622,-102.81,31.62,36.4,20.9,28.6,29.3,0,27.96,C,42.7,20,31.4
3047,20240713,2.622,-102.81,31.62,35.6,21.2,28.4,28.3,0,27.77,C,41.9,20.2,30.4
3047,20240714,2.622,-102.81,31.62,37.8,22.8,30.3,29.3,0,25.27,C,46.4,22.1,31.9
3047,20240715,2.622,-102.81,31.62,38.4,22.9,30.7,30.8,0,27.15,C,45.7,22.2,33
3047,20240716,2.622,-102.81,31.62,38.5,23.3,30.9,31.1,0,27.76,C,45.2,22.6,33.1
3047,20240717,2.622,-102.81,31.62,38.3,23.2,30.8,30.5,0,26.15,C,44.4,22.2,32.4
3047,20240718,2.622,-102.81,31.62,32.3,22.5,27.4,27.1,2.3,12.56,C,36.2,21.3,27.4
3047,20240719,2.622,-102.81,31.62,36.5,19.7,28.1,28.3,0,25.32,C,43.8,18.8,30.5
3047,20240720,2.622,-102.81,31.62,37,23.8,30.4,28.8,0,21.25,C,44.8,22.9,30.3
3047,20240721,2.622,-102.81,31.62,33.7,21.5,27.6,26.6,0,16.21,C,38.9,20.7,27.7
3047,20240722,2.622,-102.81,31.62,24.5,18.8,21.7,21.4,7.1,8.31,C,27.6,17.9,21.5
3047,20240723,2.622,-102.81,31.62,31.4,17.4,24.4,24.5,0,24.4,C,39.8,16.6,26.8
3047,20240724,2.622,-102.81,31.62,35,19.2,27.1,27.6,0,24.35,C,43.8,18.2,30.1
3047,20240725,2.622,-102.81,31.62,35.5,20.9,28.2,28.7,0,23.4,C,43.5,20,30.8
3047,20240726,2.622,-102.81,31.62,35.9,20.9,28.4,29,0,26.06,C,43.8,19.6,30.9
3047,20240727,2.622,-102.81,31.62,36.4,23.4,29.9,29.5,0,25.22,C,42,22.4,31.1
3047,20240728,2.622,-102.81,31.62,36.7,22.3,29.5,29.3,0,25.93,C,42,21.8,30.7
3047,20240729,2.622,-102.81,31.62,38,23.2,30.6,30.2,0,26.49,C,44.6,22.4,32
3047,20240730,2.622,-102.81,31.62,40.2,24.3,32.2,31.5,0,26.37,C,46,23.4,33.3
3047,20240731,2.622,-102.81,31.62,40.4,25.6,33,31.2,0,23,C,45.8,24.9,32.7
3047,20240801,2.622,-102.81,31.62,39.2,23.7,31.4,31.4,0,26.36,C,47.1,22.6,33.6
3047,20240802,2.622,-102.81,31.62,38.8,22.9,30.9,31.2,0,26.53,C,46.2,22,33.1
3047,20240803,2.622,-102.81,31.62,38.3,22.5,30.4,29,1.8,18.67,C,46.6,21.5,30.7
3047,20240804,2.622,-102.81,31.62,35.2,22.6,28.9,28.4,0,16.82,C,41.4,21.4,29.4
3047,20240805,2.622,-102.81,31.62,36.2,20.4,28.3,28.5,0,25.29,C,42.9,19.4,30.3
3047,20240806,2.622,-102.81,31.62,37.5,21.9,29.7,30.4,0,26.61,C,45.7,20.9,32.5
3047,20240807,2.622,-102.81,31.62,40.5,19.9,30.2,31.7,0,26.63,C,49.1,19.2,33.8
3047,20240808,2.622,-102.81,31.62,41.6,21.9,31.7,33,0,26,C,49.9,21,35.2
3047,20240809,2.622,-102.81,31.62,37.5,24.8,31.2,31.5,0,25.71,C,43.2,24.3,33.2
3047,20240810,2.622,-102.81,31.62,38.1,24.4,31.3,31.3,0,26.08,C,44.2,23.5,32.8
3047,20240811,2.622,-102.81,31.62,38.8,25.3,32,32.1,0,26.22,C,46.7,24.6,34
3047,20240812,2.622,-102.81,31.62,38.7,25.5,32.1,31.9,0,26.1,C,45.2,24.7,33.4
3047,20240813,2.622,-102.81,31.62,38.1,25.9,32,31.6,0,25.94,C,43.8,25.1,33.2
3047,20240814,2.622,-102.81,31.62,39.1,26.1,32.6,31.5,0.4,21.15,C,47.7,25.5,33.1
3047,20240815,2.622,-102.81,31.62,39.8,25.7,32.8,32.6,0,24.06,C,47.9,25,34.7
3047,20240816,2.622,-102.81,31.62,38.5,25.5,32,32.3,0,25.69,C,44.3,24.6,33.8
3047,20240817,2.622,-102.81,31.62,38.6,25.2,31.9,32,0,25.94,C,44.6,24.2,33.7
3047,20240818,2.622,-102.81,31.62,38.4,23.3,30.8,31.5,0,25.96,C,44.3,22.3,33.2
3047,20240819,2.622,-102.81,31.62,38.2,23.2,30.7,31.5,0,25.82,C,45.7,22.1,33.4
3047,20240820,2.622,-102.81,31.62,39.7,23.3,31.5,31.9,0,25.4,C,45.4,22.1,33.4
3047,20240821,2.622,-102.81,31.62,41.5,23.6,32.5,33.7,0,25.05,C,48.2,22.4,35.1
3047,20240822,2.622,-102.81,31.62,41.8,23.8,32.8,34.3,0,24.84,C,49.3,23,35.8
3047,20240823,2.622,-102.81,31.62,42.2,25.4,33.8,33.8,0,23.04,C,48.8,23.8,35.2
3047,20240824,2.622,-102.81,31.62,40.3,26.3,33.3,33.2,0,24.87,C,47.4,25.4,34.9
3047,20240825,2.622,-102.81,31.62,36.8,24.6,30.7,30.9,0,24.47,C,42.2,23.8,32.5
3047,20240826,2.622,-102.81,31.62,35.3,24.6,29.9,29.7,0,19.43,C,42.4,24,31
3047,20240827,2.622,-102.81,31.62,35.1,22.4,28.8,28.6,0,23.28,C,44.8,21.6,31
3047,20240828,2.622,-102.81,31.62,35.3,21.3,28.3,27.7,0,23.68,C,45.4,20.6,30.4
3047,20240829,2.622,-102.81,31.62,35.6,19.3,27.5,25.6,24.4,19.78,C,43.5,18.5,27.1
3047,20240830,2.622,-102.81,31.62,33.6,21.5,27.6,24.9,27.6,18.38,C,40.2,20.1,26
3047,20240831,2.622,-102.81,31.62,30.5,21.2,25.9,24.5,0,13.48,C,39.5,20.4,25.6
3047,20240901,2.622,-102.81,31.62,27.8,19.6,23.7,23.3,15.1,5.57,C,31.3,19.1,23.3
3047,20240902,2.622,-102.81,31.62,21.6,17.8,19.7,19.9,68.8,4.4,C,21.9,17.5,19.6
3047,20240903,2.622,-102.81,31.62,22.2,18,20.1,20.1,1.5,7.62,C,24.3,17.6,20.5
3047,20240904,2.622,-102.81,31.62,27.5,19.2,23.3,22.5,0.5,10.96,C,32,18.9,23.3
3047,20240905,2.622,-102.81,31.62,30.1,20.2,25.2,24,0,15.44,C,37.5,19.2,25.4
3047,20240906,2.622,-102.81,31.62,31.3,19.7,25.5,24.6,0,21.51,C,37.1,18.8,25.9
3047,20240907,2.622,-102.81,31.62,30.2,20.1,25.2,24.5,0,22.4,C,38.6,19,26.1
3047,20240908,2.622,-102.81,31.62,31,16.2,23.6,23.6,0,23.45,C,39.4,14.6,25.4
3047,20240909,2.622,-102.81,31.62,30.2,15.5,22.8,22.7,0,24.06,C,38.9,13.9,24.7
3047,20240910,2.622,-102.81,31.62,31.4,13.2,22.3,22.7,0,24.31,C,40,11.6,24.6
3047,20240911,2.622,-102.81,31.62,32.4,14.7,23.6,24.2,0,23.33,C,40.5,13.1,25.8
3047,20240912,2.622,-102.81,31.62,35.1,19.3,27.2,26.9,0,21.97,C,40,18.2,27.8
3047,20240913,2.622,-102.81,31.62,38.6,20.7,29.6,29.8,0,22.87,C,45.3,19.5,31.2
3047,20240914,2.622,-102.81,31.62,34,22.9,28.5,28.3,0,14.85,C,36.7,22,28.6
3047,20240915,2.622,-102.81,31.62,34.8,20.8,27.8,27,0,22.42,C,39.9,19.7,28.1
3047,20240916,2.622,-102.81,31.62,32.8,18,25.4,25.8,0,21.25,C,37.7,16.9,26.9
3047,20240917,2.622,-102.81,31.62,33.9,20.8,27.3,27,0,21.72,C,38.8,19.9,28.2
3047,20240918,2.622,-102.81,31.62,37.5,22.8,30.2,29.3,0,21.41,C,44.5,22.1,31.2
3047,20240919,2.622,-102.81,31.62,37.6,23.4,30.5,29.7,0,21.41,C,42.9,22.6,31
3047,20240920,2.622,-102.81,31.62,36.1,22.4,29.2,28.8,0,21.64,C,40.7,21.4,29.9
3047,20240921,2.622,-102.81,31.62,34.9,23.8,29.4,28.4,0,19.8,C,39.4,23.3,29.4
3047,20240922,2.622,-102.81,31.62,30,18.2,24.1,23.8,0,16.61,C,38.1,18.2,25.2
3047,20240923,2.622,-102.81,31.62,26.9,17,22,20.9,0,16.23,C,35.4,17.1,23.1
3047,20240924,2.622,-102.81,31.62,33.1,16.8,24.9,24,0,18.28,C,41.1,16.1,26.3
3047,20240925,2.622,-102.81,31.62,31.1,18.9,25,24.6,0,20.81,C,37.3,18.1,25.8
3047,20240926,2.622,-102.81,31.62,31.6,13.2,22.4,22.9,0,21.32,C,39.5,11.9,25.1
3047,20240927,2.622,-102.81,31.62,33.7,13.6,23.7,23.9,0,21.19,C,41.8,12.4,25.8
3047,20240928,2.622,-102.81,31.62,33,17.4,25.2,25.1,0,20.71,C,40.6,16.1,26.7
3047,20240929,2.622,-102.81,31.62,32,15.2,23.6,24,0,21.05,C,39.8,14.1,25.9
3047,20240930,2.622,-102.81,31.62,33.1,13.6,23.3,23.7,0,21.26,C,41,12.1,25.3
3047,20241001,2.622,-102.81,31.62,31.9,15.5,23.7,24,0,20.49,C,36.9,14.1,24.8
3047,20241002,2.622,-102.81,31.62,31,14.3,22.6,23.4,0,20.36,C,38.5,13.3,25.1
3047,20241003,2.622,-102.81,31.62,33.3,16.9,25.1,24.6,0,20.28,C,40.8,15.7,25.7
3047,20241004,2.622,-102.81,31.62,32.2,16.1,24.2,24.3,0,19.5,C,38.2,15,25.6
3047,20241005,2.622,-102.81,31.62,31,14.9,22.9,22.9,0,19.86,C,40.1,13.6,24.9
3047,20241006,2.622,-102.81,31.62,32.4,15.5,23.9,24.3,0,19.5,C,38.5,14.4,25.2
3047,20241007,2.622,-102.81,31.62,30.2,16.7,23.5,23.7,0,17.67,C,37.8,15.9,25.2
3047,20241008,2.622,-102.81,31.62,32,15,23.5,24,0,19.26,C,40,14.1,25.6
3047,20241009,2.622,-102.81,31.62,33.5,13.5,23.5,24,0,19.45,C,39.8,12.4,25.2
3047,20241010,2.622,-102.81,31.62,34.2,15.7,25,24.9,0,19.12,C,41.2,13.9,26.1
3047,20241011,2.622,-102.81,31.62,35,14.7,24.9,25,0,18.95,C,40.1,13.6,25.8
3047,20241012,2.622,-102.81,31.62,35.5,15.7,25.6,24.9,0,18.83,C,40.2,14,25.6
3047,20241013,2.622,-102.81,31.62,35.1,13.1,24.1,24.3,0,18.78,C,41.7,12.4,25.2
3047,20241014,2.622,-102.81,31.62,32.8,13.8,23.3,23.3,0,18.64,C,37.6,12.7,23.9
3047,20241015,2.622,-102.81,31.62,32.3,13.8,23,23.1,0,18.66,C,40.4,12.3,24.7
3047,20241016,2.622,-102.81,31.62,20.9,11.3,16.1,16.5,0,16.92,C,26.6,10.5,17.9
3047,20241017,2.622,-102.81,31.62,24.7,10.4,17.5,17.4,0,16.53,C,28.1,9.4,17.9
3047,20241018,2.622,-102.81,31.62,24.3,16.5,20.4,19.6,0,12.85,C,27.3,15.7,20
3047,20241019,2.622,-102.81,31.62,24.6,19.3,22,21.1,0,10.21,C,28.1,18.6,21.3
3047,20241020,2.622,-102.81,31.62,26.9,19.1,23,22,0,14.1,C,30.1,18.6,22.5
3047,20241021,2.622,-102.81,31.62,31.2,18,24.6,23.5,0,15.1,C,36.5,17.3,24.5
3047,20241022,2.622,-102.81,31.62,31.7,14.3,23,23.2,0,16.87,C,40.4,13.6,25.4
3047,20241023,2.622,-102.81,31.62,32.9,16.1,24.5,24.4,0,16.65,C,40.1,14.9,26.1
3047,20241024,2.622,-102.81,31.62,34.5,18.3,26.4,25.4,0,16.63,C,39.5,17.1,26.4
3047,20241025,2.622,-102.81,31.62,26.7,15.1,20.9,19.8,0,16.57,C,31.1,13.9,20.7
3047,20241026,2.622,-102.81,31.62,27,13.2,20.1,19.6,0,15.75,C,33.3,12.2,20.8
3047,20241027,2.622,-102.81,31.62,33,13.4,23.2,22.6,0,16.16,C,39.1,12.3,23.7
3047,20241028,2.622,-102.81,31.62,33.5,16.2,24.8,24,0,16.26,C,36.9,14.8,24.3
3047,20241029,2.622,-102.81,31.62,28.8,17.6,23.2,23.1,0,15.39,C,31.7,16.8,23.4
3047,20241030,2.622,-102.81,31.62,30.7,14.5,22.6,23.1,0,15.41,C,34.3,13.3,23.4
3047,20241031,2.622,-102.81,31.62,23.2,5.8,14.5,16,0,15.49,C,29.4,5.5,17.3
3047,20241101,2.622,-102.81,31.62,28.2,14.4,21.3,21,0,12.62,C,31.9,13.3,21.6
3047,20241102,2.622,-102.81,31.62,27.7,19.4,23.6,22.8,0,10.88,C,30,18.6,23.1
3047,20241103,2.622,-102.81,31.62,27.7,11.5,19.6,20.3,0,15.36,C,33.6,10.6,21.4
3047,20241104,2.622,-102.81,31.62,21,9.8,15.4,15.4,0,6.77,C,20.1,9.5,15.3
3047,20241105,2.622,-102.81,31.62,21.7,0.6,11.1,11.6,0,15.43,C,24,-0.5,11.7
3047,20241106,2.622,-102.81,31.62,25.9,5.9,15.9,16.2,0,14.9,C,32.8,4.5,16.9
3047,20241107,2.622,-102.81,31.62,17.9,7,12.5,13.6,0,6.3,C,19.4,6.5,14
3047,20241108,2.622,-102.81,31.62,15.9,2.5,9.2,11.1,0,14.14,C,18.7,1.8,11.6
3047,20241109,2.622,-102.81,31.62,21.7,0.2,10.9,10.6,0,14.89,C,26.3,-0.4,11.4
3047,20241110,2.622,-102.81,31.62,24.1,1.2,12.6,13.2,0,14.85,C,28.2,0,13.7
3047,20241111,2.622,-102.81,31.62,25.5,5.2,15.3,14.9,0,14.35,C,31.1,3.9,15.9
3047,20241112,2.622,-102.81,31.62,27.6,11.5,19.6,18.8,0,11.53,C,29.9,10.5,18.9
3047,20241113,2.622,-102.81,31.62,22.3,2.2,12.3,13.4,0,14.62,C,27.3,1.4,13.5
3047,20241114,2.622,-102.81,31.62,24.8,2.9,13.9,13.8,0,14.43,C,28.4,1.5,14.1
3047,20241115,2.622,-102.81,31.62,27.1,8.6,17.9,18,0,13.41,C,29.7,7.1,18
3047,20241116,2.622,-102.81,31.62,27.1,13,20.1,19.2,0,13.29,C,30.2,12.1,19.6
3047,20241117,2.622,-102.81,31.62,20.6,14.5,17.6,17.4,33.1,4.17,C,22.3,14,17.3
3047,20241118,2.622,-102.81,31.62,18.5,9.7,14.1,13.4,1.6,13.61,C,19.5,8.9,13.1
3047,20241119,2.622,-102.81,31.62,20.2,4.9,12.6,12.8,0,14.04,C,23.4,3.7,12.7
3047,20241120,2.622,-102.81,31.62,14.7,2.1,8.4,9.2,0,13.69,C,21.3,1.1,10.2
3047,20241121,2.622,-102.81,31.62,20.9,2,11.4,11.1,0,13.6,C,27.2,0.7,12.2
3047,20241122,2.622,-102.81,31.62,22.5,4.2,13.3,13.1,0,13.73,C,27.8,2.9,13.9
3047,20241123,2.622,-102.81,31.62,24.7,7.4,16,15.3,0,13.48,C,28.1,5.9,15.8
3047,20241124,2.622,-102.81,31.62,29.1,8.4,18.7,17.7,0,12.9,C,31.5,6.7,17.2
3047,20241125,2.622,-102.81,31.62,17.6,7,12.3,13.2,0,11.2,C,19.9,6.1,13.1
3047,20241126,2.622,-102.81,31.62,18.5,2.8,10.6,10.1,0,12.72,C,21.5,2,10.7
3047,20241127,2.622,-102.81,31.62,27.2,7,17.1,16.6,0,8.87,C,28,6,16
3047,20241128,2.622,-102.81,31.62,11.7,4.8,8.3,8.8,0,9.24,C,16.5,3.9,9.5
3047,20241129,2.622,-102.81,31.62,12.1,0.4,6.3,6.4,0,12.4,C,16.2,-0.6,7.1
3047,20241130,2.622,-102.81,31.62,18.3,3,10.7,9.7,0,11.12,C,24.4,2.3,10.6
3047,20241201,2.622,-102.81,31.62,20,3.2,11.6,10.9,0,12.81,C,26.3,2,11.8
3047,20241202,2.622,-102.81,31.62,17,7.1,12.1,12,0,4.54,C,20,6.2,12.1
3047,20241203,2.622,-102.81,31.62,16.4,10.4,13.4,12.9,0,6.09,C,19,9.7,13
3047,20241204,2.622,-102.81,31.62,20.3,6,13.1,12.3,0,11.16,C,24.6,5.1,13.1
3047,20241205,2.622,-102.81,31.62,16.2,7.5,11.8,11.5,0,11.07,C,18.9,6.7,11.8
3047,20241206,2.622,-102.81,31.62,10.1,7.4,8.7,8.6,0,1.64,C,10.7,6.9,8.7
3047,20241207,2.622,-102.81,31.62,11.3,4.3,7.8,8.2,0.3,4.96,C,17.2,3.1,8.7
3047,20241208,2.622,-102.81,31.62,22.3,3.1,12.7,11.9,0,12.23,C,23,1.9,11.4
3047,20241209,2.622,-102.81,31.62,23.7,6.2,14.9,14.6,0,12.28,C,25.6,4.2,13.7
3047,20241210,2.622,-102.81,31.62,9.5,-1.8,3.9,5.6,0,8.49,C,12.6,-2.8,5.6
3047,20241211,2.622,-102.81,31.62,14.5,-4.7,4.9,5.3,0,12.6,C,19.4,-5.9,5.9
3047,20241212,2.622,-102.81,31.62,14.8,1.7,8.2,8.8,0,8.01,C,16.9,0.1,8.6
3047,20241213,2.622,-102.81,31.62,23.3,6.8,15.1,13.7,0,11.6,C,25.8,5.4,13.7
3047,20241214,2.622,-102.81,31.62,20.2,3.8,12,11.2,0,12.06,C,25.8,1.5,11.8
3047,20241215,2.622,-102.81,31.62,23.9,7.5,15.7,14.6,0,10.61,C,27.5,5.8,15
3047,20241216,2.622,-102.81,31.62,20.8,2.5,11.6,11.9,0,12.17,C,25.3,1.4,12
3047,20241217,2.622,-102.81,31.62,22.7,1.9,12.3,12.2,0,11.79,C,26.1,0.7,12.4
3047,20241218,2.622,-102.81,31.62,14,1.9,7.9,9.3,0,11.87,C,19.6,0,9.8
3047,20241219,2.622,-102.81,31.62,21.1,-0.7,10.2,9.3,0,11.86,C,23.5,-1.6,9.7
3047,20241220,2.622,-102.81,31.62,16.1,0.8,8.4,9.3,0,11.85,C,21.8,0.3,9.8
3047,20241221,2.622,-102.81,31.62,20.4,1.9,11.2,10.7,0,11.88,C,25.7,0.5,10.9
3047,20241222,2.622,-102.81,31.62,20.6,4,12.3,11,0,11.86,C,23.6,2.5,11.1
3047,20241223,2.622,-102.81,31.62,22.9,7.8,15.4,13.4,0.2,10.74,C,25.8,6.5,13.7
3047,20241224,2.622,-102.81,31.62,16.4,4.6,10.5,10.4,0,11.52,C,20.7,3.5,10.8
3047,20241225,2.622,-102.81,31.62,17.3,1,9.2,8.9,0.2,11.24,C,19.8,0,8.9
3047,20241226,2.622,-102.81,31.62,18.6,2,10.3,11,0,12.01,C,20.9,1.1,10.7
3047,20241227,2.622,-102.81,31.62,21.5,3.3,12.4,14.1,0,8.58,C,23.8,2.1,13.3
3047,20241228,2.622,-102.81,31.62,21,6.3,13.7,13.9,0,12.05,C,22.8,4.9,13.2
3047,20241229,2.622,-102.81,31.62,24.9,3,13.9,13.8,0,11.88,C,27.8,2,13.3
3047,20241230,2.622,-102.81,31.62,27,4.9,15.9,16.3,0,12.56,C,29.4,3.7,15.2
3047,20241231,2.622,-102.81,31.62,14.1,1.8,7.9,9.1,0,12.33,C,20.3,0.7,9.5
